rowid,inst_name_full,country.name,year,region,inst_type,mfiname,asofdate,inst_num,year_founded,permfi,mfiid,diamonds,assets,numborrs,numborrsind,numborrsgrp,numborrsshg,numloans,numloansind,numloansgrp,numloansshg,loanport,loanportind,loanportgrp,loanportshg,avgbalnc,avgbalncpinc,avgloanpbpinc,oss,frpa,fepa,oepa,cpb,cpl,par30,par90,writeoffratio,loanlossrate,maxdiamonds,regular_case,log_par30,log_par90,age,share_grp,log_avg_loan,log_ass_loan,log_numborrs,wdi_gdpgrowth,wdi_rural,wdi_laborforce,wdi_fdi,wdi_manufac,wdi_agricul,wdi_remittances,wdi_gini,wdi_inflation,wdi_privcredit,wdi_bankdens,wdi_atmdens,db_getcredit,db_enfcontract,db_registprop,wgi_cor,wgi_eff,wgi_reg,wgi_acc,wgi_law,wgi_sta,wdi_gdp,wdi_gdp_sq,swiid_gini,hdi,hdi_sq,efi_score,fgi_econ,fgi_ineq,cooperation,coop_srvy_years,ling_cluster
455,Caja Municipal de Ahorro y Crédito de Paita,Peru,2013,Latin America and The Caribbean,NBFI,CMAC Paita,2013-12-31,179,1989,1,100607,3,95186475.71,32765,0,0,0,33089,33089,0,0,72448372.14,72448372.14,0,0,2189.5,0.4319,0.4362,0.9703,0.1958,0.0676,0.1076,337.7562,334.1595,0.0622,0.0367,0.056,0.056,5,TRUE,-2.7774002792370034,-3.3049785239216125,24,0,7.69142857789293,0.272963670058623,10.3971161514736,4.83334779976734,23.011,81.527,4.75735076256687,14.831406515612,6.66831016491401,1.34571396885726,43.9,2.76789666081994,37.7199291764532,7.94095625523365,41.9588056764068,81.3,53.9,76.2,-0.46063831448555,-0.150920063257217,0.40630167722702,0.0847850143909454,-0.574129939079285,-0.805739760398865,11620.6444470691,135039377.36519793,45.9,0.75,0.5625,68.2,4.1,7.8,8.44589236485102,2001; 2012; 2018,cluster_02
456,Caja Municipal de Ahorro y Crédito de Sullana S.A.,Peru,2010,Latin America and The Caribbean,NBFI,CMAC Sullana,2010-12-31,180,1986,1,100402,5,466654508.54,93629,0,0,0,118711,118711,0,0,329670348.4,329670348.4,0,0,2777.08,0.5579,0.7073,1.1758,0.2017,0.065,0.0795,360.0019,284.8415,0.0897,0.0763,0.0105,0.0068,5,TRUE,-2.4112845099173867,-2.573082340691726,24,0,7.9291565220028,0.347495962526506,11.4470954435384,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
457,Caja Municipal de Ahorro y Crédito de Sullana S.A.,Peru,2011,Latin America and The Caribbean,NBFI,CMAC Sullana,2011-12-31,180,1986,1,100402,5,499530422.22,107973,0,0,0,134661,134661,0,0,400668777.41,400668777.41,0,0,2975.39,0.5869,0.732,1.1915,0.1976,0.0584,0.0765,357.1587,300.7606,0.0783,0.0618,0.0324,0.0324,5,TRUE,-2.54720767598538,-2.783851914518492,25,0,7.99812986427374,0.220533407087928,11.58963647485115,5.43211009632483,23.383,82.148,4.47262658184166,15.0914598699078,7.10011013658205,1.57017608748453,44.7,3.36931095333853,32.3092275000503,7.17411021105299,31.7391190231545,81.3,55.3,76.3,-0.243967726826668,-0.20681169629097,0.404832929372787,0.131239607930183,-0.580825686454773,-0.760749697685242,10539.981964216,111091219.80599856,47.1,0.732,0.535824,68.6,5.1,8,8.44589236485102,2001; 2012; 2018,cluster_02
458,Caja Municipal de Ahorro y Crédito de Sullana S.A.,Peru,2013,Latin America and The Caribbean,NBFI,CMAC Sullana,2013-12-31,180,1986,1,100402,3,579951913.93,130820,0,0,0,133197,133197,0,0,442384200.36,442384200.36,0,0,3321.28,0.6552,0.6671,1.0911,0.1933,0.0477,0.0916,434.3017,425.9352,0.0919,0.0648,0.0229,0.0229,5,TRUE,-2.387054249620496,-2.7364496756239083,27,0,8.10810477975042,0.270766456987834,11.7815776115152,4.83334779976734,23.011,81.527,4.75735076256687,14.831406515612,6.66831016491401,1.34571396885726,43.9,2.76789666081994,37.7199291764532,7.94095625523365,41.9588056764068,81.3,53.9,76.2,-0.46063831448555,-0.150920063257217,0.40630167722702,0.0847850143909454,-0.574129939079285,-0.805739760398865,11620.6444470691,135039377.36519793,45.9,0.75,0.5625,68.2,4.1,7.8,8.44589236485102,2001; 2012; 2018,cluster_02
459,Caja Municipal de Ahorro y Crédito de Tacna,Peru,2008,Latin America and The Caribbean,NBFI,CMAC Tacna,2008-12-31,181,1992,1,100264,3,110833757.96,32039,0,0,0,32265,31734,0,0,92694267.52,71121656.05,0,0,2872.9,0.72,0.7251,1.4221,0.2046,0.0513,0.0785,267.4641,243.8991,0.039,0.0282,0.0046,0.0039,5,FALSE,-3.24419363285249,-3.5684333010380693,16,0.232728647058411,7.96307885920333,0.17872477102951,10.37470918970896,8.34694304031613,23.948,81.207,5.74335697642786,16.2965420065264,7.16094114578461,2.02706961928358,47.5,5.78587598206754,29.7639607500021,6.71180447977011,20.2062771366835,81.3,54.2,69.4,-0.206874340772629,-0.43431293964386,0.320967674255371,0.152134746313095,-0.730335593223572,-0.892661690711975,9262.15113614585,85787443.66880786,49.4,0.708,0.501264,63.75845355,5.7,8.1,8.44589236485102,2001; 2012; 2018,cluster_02
460,Caja Municipal de Ahorro y Crédito de Tacna,Peru,2010,Latin America and The Caribbean,NBFI,CMAC Tacna,2010-12-31,181,1992,1,100264,3,198826334.52,47485,0,0,0,54595,54595,0,0,156083985.77,156083985.77,0,0,2858.94,0.5743,0.6603,1.1806,0.1928,0.0469,0.0945,355.8857,334.3799,0.0393,0.0309,0.0081,0.008,5,TRUE,-3.2365307601069215,-3.4769990950784373,18,0,7.95820720821685,0.242037520153126,10.76816915067705,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
461,Caja Municipal de Ahorro y Crédito de Tacna,Peru,2011,Latin America and The Caribbean,NBFI,CMAC Tacna,2011-12-31,181,1992,1,100264,5,239990768.52,50682,0,0,0,59045,59045,0,0,200182102.59,200182102.59,0,0,3390.33,0.6688,0.7791,1.1643,0.1824,0.0532,0.0883,381.1933,343.2717,0.0411,0.0328,0.0072,0.0071,5,TRUE,-3.191747157479948,-3.417326763592039,19,0,8.12868287916146,0.181372992869649,10.83332609695555,5.43211009632483,23.383,82.148,4.47262658184166,15.0914598699078,7.10011013658205,1.57017608748453,44.7,3.36931095333853,32.3092275000503,7.17411021105299,31.7391190231545,81.3,55.3,76.3,-0.243967726826668,-0.20681169629097,0.404832929372787,0.131239607930183,-0.580825686454773,-0.760749697685242,10539.981964216,111091219.80599856,47.1,0.732,0.535824,68.6,5.1,8,8.44589236485102,2001; 2012; 2018,cluster_02
462,Caja Municipal de Ahorro y Crédito de Tacna,Peru,2013,Latin America and The Caribbean,NBFI,CMAC Tacna,2013-12-31,181,1992,1,100264,3,302745877.5,60283,0,0,0,60542,60542,0,0,253524314.64,253524314.64,0,0,4187.58,0.8261,0.8296,1.0797,0.1715,0.0532,0.0768,389.6562,387.7588,0.0262,0.0107,0.015,0.015,5,TRUE,-3.6419958682150853,-4.537511537514277,21,0,8.33987767409625,0.177434031323647,11.00680541925256,4.83334779976734,23.011,81.527,4.75735076256687,14.831406515612,6.66831016491401,1.34571396885726,43.9,2.76789666081994,37.7199291764532,7.94095625523365,41.9588056764068,81.3,53.9,76.2,-0.46063831448555,-0.150920063257217,0.40630167722702,0.0847850143909454,-0.574129939079285,-0.805739760398865,11620.6444470691,135039377.36519793,45.9,0.75,0.5625,68.2,4.1,7.8,8.44589236485102,2001; 2012; 2018,cluster_02
463,Caja Municipal de Ahorro y Crédito de Trujillo,Peru,2008,Latin America and The Caribbean,NBFI,CMAC Trujillo,2008-12-31,182,1982,1,100634,5,384450000,123199,0,0,0,123199,120271,0,0,317452229.3,236910191.08,0,0,2576.74,0.6458,0.6458,1.3251,0.2326,0.0605,0.09,247.024,235.1967,0.0482,0.0343,0.013,0.01,5,FALSE,-3.0323962579255825,-3.372609924810243,26,0.253713884440502,7.85428169291381,0.191486393363157,11.7215562131655,8.34694304031613,23.948,81.207,5.74335697642786,16.2965420065264,7.16094114578461,2.02706961928358,47.5,5.78587598206754,29.7639607500021,6.71180447977011,20.2062771366835,81.3,54.2,69.4,-0.206874340772629,-0.43431293964386,0.320967674255371,0.152134746313095,-0.730335593223572,-0.892661690711975,9262.15113614585,85787443.66880786,49.4,0.708,0.501264,63.75845355,5.7,8.1,8.44589236485102,2001; 2012; 2018,cluster_02
464,Caja Municipal de Ahorro y Crédito de Trujillo,Peru,2010,Latin America and The Caribbean,NBFI,CMAC Trujillo,2010-12-31,182,1982,1,100634,3,526880071.17,120414,0,0,0,120414,120414,0,0,389402135.23,389402135.23,0,0,3233.86,0.6496,0.6496,1.0907,0.1962,0.0562,0.0784,328.0154,312.2239,0.1088,0.0914,0.0411,0.0419,5,TRUE,-2.218243944560295,-2.3925098005220327,28,0,8.0814320501053,0.302360377398481,11.69869108416674,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
465,Caja Municipal de Ahorro y Crédito de Trujillo,Peru,2011,Latin America and The Caribbean,NBFI,CMAC Trujillo,2011-12-31,182,1982,1,100634,5,566703103.33,126676,0,0,0,134238,134238,0,0,438564055.56,438564055.56,0,0,3267.06,0.6445,0.6829,1.233,0.1994,0.0466,0.0822,356.8703,338.1336,0.1021,0.0852,0.0252,0.0279,5,TRUE,-2.2818025538115174,-2.462753845146867,29,0,8.09164681502105,0.256329659345254,11.74938792453044,5.43211009632483,23.383,82.148,4.47262658184166,15.0914598699078,7.10011013658205,1.57017608748453,44.7,3.36931095333853,32.3092275000503,7.17411021105299,31.7391190231545,81.3,55.3,76.3,-0.243967726826668,-0.20681169629097,0.404832929372787,0.131239607930183,-0.580825686454773,-0.760749697685242,10539.981964216,111091219.80599856,47.1,0.732,0.535824,68.6,5.1,8,8.44589236485102,2001; 2012; 2018,cluster_02
466,Caja Municipal de Ahorro y Crédito de Trujillo,Peru,2013,Latin America and The Caribbean,NBFI,CMAC Trujillo,2013-12-31,182,1982,1,100634,3,677936245,131791,0,0,0,132939,132939,0,0,460352130,460352130,0,0,3462.88,0.6831,0.6891,1.1079,0.1736,0.0445,0.0871,470.6937,466.4971,0.0418,0.0248,0.0191,0.0191,5,TRUE,-3.1748589394514264,-3.6969116258112007,31,0,8.14985659922491,0.38706155295817,11.78897261343827,4.83334779976734,23.011,81.527,4.75735076256687,14.831406515612,6.66831016491401,1.34571396885726,43.9,2.76789666081994,37.7199291764532,7.94095625523365,41.9588056764068,81.3,53.9,76.2,-0.46063831448555,-0.150920063257217,0.40630167722702,0.0847850143909454,-0.574129939079285,-0.805739760398865,11620.6444470691,135039377.36519793,45.9,0.75,0.5625,68.2,4.1,7.8,8.44589236485102,2001; 2012; 2018,cluster_02
467,"Caja Popular Mexicana, S.C. DE R.L. DE C.V.",Mexico,2008,Latin America and The Caribbean,Credit Union/Cooperative,Caja Popular Mexicana,2008-12-31,232,1996,1,100599,4,1491020462.76,852925,850018,2907,0,852925,850018,2907,0,1045509906,1043027921.91,2481984.09,0,1225.79,0.1226,0.1226,1.1465,0.175,0.0473,0.0935,178.8844,178.8844,0.1459,0.0561,0.004,0.004,4,TRUE,-1.924833823453397,-2.8806194664534863,12,0.00237394602935503,7.11134365404297,0.354956045139476,13.6564268976375,-0.130355617829551,22.778,63.747,2.6804155077766,15.8421985501957,3.16037871706611,2.34610322131051,49.9,5.12498274575897,20.6731402644964,13.9668347033222,41.4295369945642,NA,NA,NA,-0.309849888086319,0.163555026054382,0.312569350004196,0.13492757081985499,-0.689283549785614,-0.8040123581886289,18586.4712913441,345456915.0639584,46.8,0.745,0.555025,66.15191379,6,8.4,7.67500545932142,2000; 2005; 2012; 2018,cluster_02
468,"Caja Popular Mexicana, S.C. DE R.L. DE C.V.",Mexico,2009,Latin America and The Caribbean,Credit Union/Cooperative,Caja Popular Mexicana,2009-12-31,232,1996,1,100599,4,1667636600.31,786467,786467,0,0,1030008,1030008,0,0,1358419014.32,1358419014.32,0,0,1318.84,0.1472,0.1928,0.8441,0.1542,0.0394,0.1051,202.4645,176.2775,0.1247,0.0843,0.0289,0.0289,4,TRUE,-2.081844426296146,-2.4733734139743273,13,0,7.18451024384284,0.205085880616457,13.57530604255825,-6.44990305246394,22.48,63.757,2.18340993537959,15.0962102628175,3.24149414069732,2.45273585159605,NA,5.29735584228859,22.653812525056,13.675038506113,42.9103208823919,NA,NA,NA,-0.36596012115478493,0.14482419192791,0.177682906389236,0.200032845139503,-0.56286883354187,-0.686627805233002,17387.6619121784,302330786.77221936,46.4,0.745,0.555025,65.80614758,6.1,8.2,7.67500545932142,2000; 2005; 2012; 2018,cluster_02
469,Caja Rural de Ahorro y Crédito Los Andes,Peru,2008,Latin America and The Caribbean,NBFI,CRAC Los Andes,2008-12-31,216,1997,1,101404,5,12505797.77,12413,0,0,0,12413,10888,1078,416,10008291.72,9382346.82,213301.59,109447.13,806.28,0.2021,0.2021,1.2226,0.2902,0.0818,0.1357,141.323,140.8937,0.036,0.025,0.0196,0.0196,5,TRUE,-3.3242363405260273,-3.688879454113936,11,0.0625426314012358,6.69242488986918,0.222778436955416,9.42649958951595,8.34694304031613,23.948,81.207,5.74335697642786,16.2965420065264,7.16094114578461,2.02706961928358,47.5,5.78587598206754,29.7639607500021,6.71180447977011,20.2062771366835,81.3,54.2,69.4,-0.206874340772629,-0.43431293964386,0.320967674255371,0.152134746313095,-0.730335593223572,-0.892661690711975,9262.15113614585,85787443.66880786,49.4,0.708,0.501264,63.75845355,5.7,8.1,8.44589236485102,2001; 2012; 2018,cluster_02
470,Caja Rural de Ahorro y Crédito Los Andes,Peru,2009,Latin America and The Caribbean,NBFI,CRAC Los Andes,2009-12-31,216,1997,1,101404,4,16875165.74,12842,0,0,0,12842,12163,640,0,11386330.45,10939025.26,135217.99,0,886.65,0.2111,0.2111,1.2252,0.2579,0.0661,0.1259,146.4116,146.4116,0.0703,0.0584,0.0137,0.0126,5,TRUE,-2.6549834801655177,-2.8404393891479556,12,0.0392844026408876,6.78744778220178,0.393429505748493,9.460476328354,0.387889020776356,23.759,81.826,5.32237544034606,15.2930541321031,7.40390665571257,1.99357606247792,47,2.9362315359669906,30.0145290325562,6.82272935845916,23.869563399763,81.3,54.2,69.4,-0.332539886236191,-0.492372304201126,0.366641789674759,0.08349042385816569,-0.624266803264618,-1.1800479888916,9298.07800349067,86454254.55899704,48.6,0.711,0.505521,64.61847606,5.6,8.2,8.44589236485102,2001; 2012; 2018,cluster_02
471,Caja Rural de Ahorro y Crédito Los Andes,Peru,2010,Latin America and The Caribbean,NBFI,CRAC Los Andes,2010-12-31,216,1997,1,101404,5,22279235.59,14881,0,0,0,15222,14994,228,0,18641083.99,18574914.23,66169.75,0,1224.61,0.246,0.2516,1.2874,0.2783,0.0806,0.1157,161.8107,158.6441,0.0612,0.0353,0.0106,0.0106,5,TRUE,-2.7936080894638566,-3.343872315042886,13,0.00354967340072576,7.11038149067346,0.178287143688022,9.60784051043005,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
472,Caja Rural de Ahorro y Crédito Los Andes,Peru,2011,Latin America and The Caribbean,NBFI,CRAC Los Andes,2011-12-31,216,1997,1,101404,5,37585464.44,20467,0,0,0,21173,21145,28,0,31718355.56,31706536.67,11818.89,0,1498.06,0.2955,0.3057,1.3602,0.2943,0.0759,0.1199,196.8359,188.0212,0.038,0.0226,0.0081,0.0084,5,TRUE,-3.270169119255751,-3.789805372703897,14,3.72619884963399e-4,7.31192404696038,0.16972183855838,9.92656911197945,5.43211009632483,23.383,82.148,4.47262658184166,15.0914598699078,7.10011013658205,1.57017608748453,44.7,3.36931095333853,32.3092275000503,7.17411021105299,31.7391190231545,81.3,55.3,76.3,-0.243967726826668,-0.20681169629097,0.404832929372787,0.131239607930183,-0.580825686454773,-0.760749697685242,10539.981964216,111091219.80599856,47.1,0.732,0.535824,68.6,5.1,8,8.44589236485102,2001; 2012; 2018,cluster_02
473,Caja Rural de Ahorro y Crédito Nuestra Gente,Peru,2008,Latin America and The Caribbean,NBFI,CRAC Nuestra Gente,2008-12-31,217,2008,1,102660,5,163035031.85,77450,0,0,0,81841,79544,0,0,122930891.72,106031847.13,0,0,1502.07,0.3765,0.3978,1.1042,0.228,0.0644,0.1243,263.5238,246.1387,0.0355,0.023,0.0132,0.0132,5,FALSE,-3.338222582500767,-3.772261063052987,0,0.137467843546527,7.31459927998685,0.282342755502801,11.25738784584502,8.34694304031613,23.948,81.207,5.74335697642786,16.2965420065264,7.16094114578461,2.02706961928358,47.5,5.78587598206754,29.7639607500021,6.71180447977011,20.2062771366835,81.3,54.2,69.4,-0.206874340772629,-0.43431293964386,0.320967674255371,0.152134746313095,-0.730335593223572,-0.892661690711975,9262.15113614585,85787443.66880786,49.4,0.708,0.501264,63.75845355,5.7,8.1,8.44589236485102,2001; 2012; 2018,cluster_02
474,Caja Rural de Ahorro y Crédito Nuestra Gente,Peru,2010,Latin America and The Caribbean,NBFI,CRAC Nuestra Gente,2010-12-31,217,2008,1,102660,5,307818149.47,118789,0,0,0,133642,133642,0,0,255469039.15,255469039.15,0,0,1911.59,0.384,0.432,1.0731,0.2115,0.0559,0.1135,287.161,266.957,0.0489,0.0353,0.0159,0.0159,5,TRUE,-3.017977882501311,-3.343872315042886,2,0,7.55569192083246,0.186407960000039,11.68510408903113,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
475,Caja Rural de Ahorro y Crédito Nuestra Gente,Peru,2011,Latin America and The Caribbean,NBFI,CRAC Nuestra Gente,2011-12-31,217,2008,1,102660,5,341022592.59,131943,0,0,0,145786,145786,0,0,249794444.44,249794444.44,0,0,1713.43,0.338,0.3735,1.1421,0.2182,0.0545,0.107,279.3716,261.148,0.042,0.0293,0.0371,0.0371,5,TRUE,-3.170085660698769,-3.5301677629591155,3,0,7.44625384337799,0.311310371606302,11.79012529012637,5.43211009632483,23.383,82.148,4.47262658184166,15.0914598699078,7.10011013658205,1.57017608748453,44.7,3.36931095333853,32.3092275000503,7.17411021105299,31.7391190231545,81.3,55.3,76.3,-0.243967726826668,-0.20681169629097,0.404832929372787,0.131239607930183,-0.580825686454773,-0.760749697685242,10539.981964216,111091219.80599856,47.1,0.732,0.535824,68.6,5.1,8,8.44589236485102,2001; 2012; 2018,cluster_02
476,Caja Rural de Ahorro y Crédito Profinanzas,Peru,2008,Latin America and The Caribbean,NBFI,CRAC Profinanzas,2008-12-31,218,1995,1,102157,4,40198469.11,18114,18100,0,0,20876,20862,0,0,31620773.89,31443311.46,0,0,1514.7,0.3796,0.4375,1.1169,0.2999,0.0967,0.1391,299.0639,274.9995,0.0579,0.0478,0.01,0.01,4,TRUE,-2.8490378944031876,-3.0407296394847267,13,0.00561221020767366,7.32296941138235,0.240014606877665,9.80444039893489,8.34694304031613,23.948,81.207,5.74335697642786,16.2965420065264,7.16094114578461,2.02706961928358,47.5,5.78587598206754,29.7639607500021,6.71180447977011,20.2062771366835,81.3,54.2,69.4,-0.206874340772629,-0.43431293964386,0.320967674255371,0.152134746313095,-0.730335593223572,-0.892661690711975,9262.15113614585,85787443.66880786,49.4,0.708,0.501264,63.75845355,5.7,8.1,8.44589236485102,2001; 2012; 2018,cluster_02
477,Caja Rural de Ahorro y Crédito Profinanzas,Peru,2010,Latin America and The Caribbean,NBFI,CRAC Profinanzas,2010-12-31,218,1995,1,102157,3,80175266.19,23370,0,0,0,25107,25107,0,0,59134445.55,59134445.55,0,0,2355.3,0.4731,0.5083,0.9637,0.2484,0.0838,0.1349,401.8405,382.5183,0.0799,0.0698,0.0412,0.0412,4,TRUE,-2.526979426209908,-2.6621212692138103,15,0,7.76442217691836,0.304401476030895,10.0592084275329,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
478,Caja Rural de Ahorro y Crédito Señor de Luren,Peru,2008,Latin America and The Caribbean,NBFI,CRAC Señor de Luren,2008-12-31,219,1994,1,101432,5,97276349.68,45137,44937,0,0,52142,51885,0,0,83473219.75,79315011.46,0,0,1600.88,0.4012,0.4635,1.4457,0.2692,0.0718,0.0843,170.3175,156.9869,0.0516,0.0329,0.0093,0.0094,5,TRUE,-2.96423360649462,-3.414282621210811,14,0.0498148783819976,7.378310371804,0.15303003480737,10.71745758826044,8.34694304031613,23.948,81.207,5.74335697642786,16.2965420065264,7.16094114578461,2.02706961928358,47.5,5.78587598206754,29.7639607500021,6.71180447977011,20.2062771366835,81.3,54.2,69.4,-0.206874340772629,-0.43431293964386,0.320967674255371,0.152134746313095,-0.730335593223572,-0.892661690711975,9262.15113614585,85787443.66880786,49.4,0.708,0.501264,63.75845355,5.7,8.1,8.44589236485102,2001; 2012; 2018,cluster_02
479,Caja Rural de Ahorro y Crédito Señor de Luren,Peru,2010,Latin America and The Caribbean,NBFI,CRAC Señor de Luren,2010-12-31,219,1994,1,101432,3,184024935.59,52369,0,0,0,52844,52844,0,0,147366915.3,147366915.3,0,0,2788.72,0.5602,0.5653,1.074,0.2211,0.0762,0.0771,235.9466,240.1557,0.1021,0.0793,0.0183,0.0183,5,TRUE,-2.2818025538115174,-2.534517150341334,16,0,7.93333660130354,0.222145768600404,10.86607009218956,7.51616967333678,23.57,82.523,5.73082661489074,15.5564992898,6.82799723597835,1.71756874165066,45.5,1.52832059732903,30.261687153432,6.91906400242621,27.1390922089467,81.3,55.3,75.1,-0.253887414932251,-0.239865243434906,0.39282089471817,0.111124783754349,-0.566099524497986,-0.999915421009064,9996.93732259223,99938755.83183752,47.9,0.725,0.525625,67.6,5.6,8,8.44589236485102,2001; 2012; 2018,cluster_02
480,Caja Rural de Ahorro y Crédito Señor de Luren,Peru,2011,Latin America and The Caribbean,NBFI,CRAC Señor de Luren,2011-12-31,219,1994,1,101432,5,255691944.07,48384,0,0,0,55069,55069,0,0,204450487.78,204450487.78,0,0,3712.62,0.7324,0.8336,1.0984,0.198,0.0843,0.0723,307.295,287.5448,0.0849,0.0711,0.0215,0.0178,5,TRUE,-2.4662811856648355,-2.643667942172942,17,0,8.21949416720313,0.223647543780478,10.7869244595392,5.43211009632483,23.383,82.148,4.47262658184166,15.0914598699078,7.10011013658205,1.57017608748453,44.7,3.36931095333853,32.3092275000503,7.17411021105299,31.7391190231545,81.3,55.3,76.3,-0.243967726826668,-0.20681169629097,0.404832929372787,0.131239607930183,-0.580825686454773,-0.760749697685242,10539.981964216,111091219.80599856,47.1,0.732,0.535824,68.6,5.1,8,8.44589236485102,2001; 2012; 2018,cluster_02
481,Caja Rural de Ahorro y Crédito Señor de Luren,Peru,2013,Latin America and The Caribbean,NBFI,CRAC Señor de Luren,2013-12-31,219,1994,1,101432,5,394405700.36,52560,0,0,0,55061,55061,0,0,274438870,274438870,0,0,4984.27,0.9832,1.03,0.9959,0.1481,0.0658,0.0538,377.6966,373.3705,0.1174,0.0895,0.0294,0.0294,5,TRUE,-2.142168371588141,-2.4135166537013273,19,0,8.51404215776614,0.362651535530843,10.86971065315849,4.83334779976734,23.011,81.527,4.75735076256687,14.831406515612,6.66831016491401,1.34571396885726,43.9,2.76789666081994,37.7199291764532,7.94095625523365,41.9588056764068,81.3,53.9,76.2,-0.46063831448555,-0.150920063257217,0.40630167722702,0.0847850143909454,-0.574129939079285,-0.805739760398865,11620.6444470691,135039377.36519793,45.9,0.75,0.5625,68.2,4.1,7.8,8.44589236485102,2001; 2012; 2018,cluster_02
482,Calvary Enterprise Development Foundation,Ghana,2009,Africa,NGO,CEDEF,2009-12-31,164,2006,1,104169,3,125895.07,504,35,469,0,504,35,469,0,27887.32,8802.82,19084.51,0,55.33,0.0465,0.0465,0.6381,0.1887,0.0891,0.196,47.718,47.718,0,0,0,0,4,TRUE,-9.903487552536127,-9.903487552536127,3,0.684343278593999,4.01335111614388,1.50727667698854,6.22257626807137,2.21956802326369,49.969,72.663,9.1083006226202,6.77209063372257,30.9933842095403,0.439401123440034,NA,19.2469482220858,17.7369732584538,5.02115736238672,3.8292318766359905,43.8,65.8,70.2,-0.0099876131862402,-0.127614855766296,0.0372003167867661,0.49801638722419694,-0.0423569194972515,0.0278358180075884,3523.78938662628,12417091.64130001,42.5,0.566,0.320356,58.0521444,5.5,6.6,9.07826200248261,2007; 2012,cluster_06
483,Calvary Enterprise Development Foundation,Ghana,2010,Africa,NGO,CEDEF,2010-12-31,164,2006,1,104169,4,134626.17,1240,0,0,0,1240,1020,220,0,41007.38,11477.18,29530.2,0,33.07,0.0238,0.0238,0.5214,0.0561,0.0014,0.1013,15.1384,15.1384,0,0,0,0,4,TRUE,-9.903487552536127,-9.903487552536127,4,0.720119159039178,3.49864067088931,1.18874977574034,7.12286665859908,5.26723802894486,49.287,72.337,7.84957786927708,6.38865862680317,28.0387379636491,0.421936854266124,NA,10.7333898354914,16.6607748086712,5.27764816299292,3.86850280964972,43.8,65.8,70.5,0.0142804691568017,-0.105485796928406,0.05354845896363259,0.514764845371246,-0.0332933515310287,0.02609324082732199,3709.39576125858,13759616.91364312,42.6,0.574,0.329476,60.2,5.8,6.4,9.07826200248261,2007; 2012,cluster_06
